CWPName,SourceID,CWPStreet,CWPCity,CWPState,CWPZip,RegistryID,FacLat,FacLong,CWPTotalDesignFlowNmbr,CWPActualAverageFlowNmbr,CWPFacilityTypeIndicator,CWPFacilityTypeCode,NPDESIDs
SAWMILL CREEK WWTP,OH0053082,117 N RYE BEACH RD,HURON,OH,44839,1.10006E+11,41.41046,-82.59144,1.2,,POTW,MWD,OH0053082
SAXONBURG AREA AUTHORITY STP,PA0029122,161 RENFREW RD,RENFREW,PA,16053-9729,1.10011E+11,40.80439,-79.95648,2.05,,POTW,CTG,PA0029122
SCA TISSUE NORTH AMERICA LLC,WI0037389,190 3RD ST. (FKA TAYCO ST),MENASHA,WI,54957,1.10005E+11,44.204756,-88.45216,,,NON-POTW,POF,WI0037389
SCARBOROUGH SD WWTF,ME0102059,415 BLACK POINT RD,SCARBOROUGH,ME,4074,1.10001E+11,43.548,-70.315806,2.5,,POTW,MWD,ME0102059 MEL102059
SCARBOROUGH WWTF,RI0100188,990 OCEAN ROAD,NARRAGANSETT,RI,2882,1.10001E+11,41.384625,-71.47837,1.4,0.59,POTW,MWD,RI0100188
SCATTERGOOD GENERATING STATION,CA0000370,12700 VISTA DEL MAR,LOS ANGELES,CA,90293,1.10001E+11,33.917833,-118.425667,226,226,NON-POTW,CTG,CA0000370 CAC384952 CAC393062 CAZ293236
SCHENECTADY (C) STP,NY0020516,300 ANTHONY STREET,SCHENECTADY,NY,12308,1.10019E+11,42.8389,-73.9182,18.5,,POTW,MWD,NY0020516
SCHERERVILLE WWTP,IN0024457,550 KAESER BLVD,SCHERERVILLE,IN,46375,1.10001E+11,41.500639,-87.464417,8.75,5.268,POTW,MWD,IN0024457 INL024457
SCHNEIDER MILLS WWTP,NC0034860,1170 NC HWY 16 N,TAYLORSVILLE,NC,28681,1.10065E+11,35.93691,-81.19402,0.75,,NON-POTW,POF,NC0034860
SCHOFIELD BARRACKS WASTEWATER TREATMENT PLANT,HI0110141,393 AIRDROME ROAD,WAHIAWA,HI,96786,1.10061E+11,21.475222,-158.044583,4.2,1.86,NON-POTW,POF,HI0110141 HIF006326 HIF006327 HIF009622
SCHOLZ ELECTRIC GENERATING PLANT,FL0002283,1460 GULF POWER ROAD,SNEADS,FL,32460,1.10065E+11,30.669875,-84.887711,129.6,32.59,NON-POTW,POF,FL0002283 FLR10QJ13 FLR10VB58 FLR20BA60
SCHUYLKILL HAVEN BOROUGH,PA0029017,ST CHARLES & LIBERTY STS,SCHUYLKILL HAVEN,PA,17972,1.1004E+11,40.62346,-76.16984,2.8,,POTW,CTG,PA0029017
SCHWEITZER-MAUDUIT,NY0006157,2424 ROUTE 82,ANCRAM,NY,12502,1.10001E+11,42.048861,-73.636694,,0.982,NON-POTW,POF,NY0006157
SCMA DEER LAKE WWTP,PA0042170,2382 MARKET STREET,ORWIGSBURG,PA,17961,1.10065E+11,40.61745,-76.06114,1,,POTW,CTG,PA0042170
SCOTT AIR FORCE BASE STP,IL0026859,BUILDING 3300,SCOTT AIR FORCE BASE,IL,62225,1.1E+11,38.551625,-89.848048,3,2,NON-POTW,FDF,IL0026859 ILL026859 ILR002659 ILR10S515 ILR400611
SCOTT COUNTY PSA - HOLSTON REGIONAL WWTP,VA0067351,650 QUAIL RUN LANE,WEBER CITY,VA,24290,1.1001E+11,36.599508,-82.580284,1.25,,POTW,CTG,VA0067351 VAL067351
SCOTTDALE STP,PA0026581,ALONG MILL LANE/JACOBS CREEK,SCOTTDALE,PA,15683,1.1004E+11,40.082802,-79.596421,2.5,,POTW,CTG,PA0026581 PAL026581
SCOTTS VALLEY WWTF,CA0048828,700 LUNDY LANE,SCOTTS VALLEY,CA,95066,1.10003E+11,37.041117,-122.027149,1.5,,POTW,MWD,CA0048828
SCOTTSBLUFF WASTEWATER TREATMENT FACILITY,NE0036315,3702 REBECCA WINTER ROAD,SCOTTSBLUFF,NE,69361,1.1004E+11,41.8378,-103.6067,3.14,,POTW,MWD,NE0036315 NEL036315
SCOTTSBORO SOUTHSIDE WWTP,AL0031372,318 CAMILLE STREET,SCOTTSBORO,AL,35769,1.10056E+11,34.6061,-86.0535,5,4.89,POTW,MWD,AL0031372 ALL031372
SCOTTSBURG WWTP,IN0020397,490 N 3RD ST,SCOTTSBURG,IN,47170,1.10002E+11,38.692944,-85.767194,2.7,1.35,POTW,MWD,IN0020397
SCOTTSDALE STORMWATER,AZS000020,7501 E 2ND STREET,SCOTTSDALE,AZ,85251,1.10003E+11,33.49132,-111.91966,,,NON-POTW,CTG,AZS000020
SCOTTSVILLE STP,KY0024783,81 SCOOP BLVD,SCOTTSVILLE,KY,42164,1.1004E+11,36.751389,-86.200833,1.72,0.981,POTW,CTG,KY0024783 KYL024783
SCPSA (SANTEE COOPER)/CROSS GENERATING STATION,SC0037401,553 CROSS STATION ROAD,PINEVILLE,SC,29468,1.1E+11,33.369359,-80.113172,,,NON-POTW,STF,SC0037401
SCPSA (SANTEE COOPER)/JEFFERIES GENERATING STATION,SC0001091,463 POWER HOUSE RD,MONCKS CORNER,SC,29461,1.10002E+11,33.241996,-79.987115,,,NON-POTW,STF,SC0001091
SCPSA (SANTEE COOPER)/JOHN RAINEY GENERATING STATION,SC0048135,2900 OPRY HOUSE RD,IVA,SC,29655,1.10017E+11,34.347841,-82.775251,,,NON-POTW,STF,SC0048135 SCG670014
SCPSA (SANTEE COOPER)/WINYAH GENERATING STATION,SC0022471,661 STEAM PLANT DR,GEORGETOWN,SC,29440,1.1E+11,33.330842,-79.357839,,,NON-POTW,STF,SC0022471
SCSD#6 - KINGS PARK STP,NY0023311,87 MARINER DR,KINGS PARK,NY,11754,1.10002E+11,40.895719,-73.231024,0.6,,POTW,MWD,NY0023311
SD NO 7 WATER RECLAMATION PLANT,OH0058157,2160 RICHLAND RD,MARION,OH,43302,1.1004E+11,40.54727,-83.07755,1.75,,POTW,MWD,OH0058157
SD SCIENCE AND TECHNOLOGY AUTHORITY,SD0000043,630 E SUMMIT STREET,"LEAD, CITY OF",SD,57754,1.1004E+11,44.353569,-103.744741,0,0,NON-POTW,POF,SD0000043
"SEA WORLD, SAN DIEGO",CA0107336,500 SEAWORLD DRIVE,SAN DIEGO,CA,921099980,1.10018E+11,32.761164,-117.230639,,9.36,NON-POTW,POF,CA0107336 CA0109355
SEABROOK WWTP,NH0101303,WRIGHTS ISLAND,SEABROOK,NH,3874,1.10007E+11,42.867323,-70.833771,1.8,,POTW,MWD,NH0101303 NHR05J014
SEAFORD WASTEWATER TREATMENT PLANT,DE0020265,NANTICOKE AVENUE,SEAFORD,DE,19973,1.1004E+11,38.634496,-75.617155,,,POTW,MWD,DE0020265
SEAMAN PAPER OF MASSACHUSETTS,MA0000469,51 MAIN STREET,TEMPLETON ,MA,1436,1.10064E+11,42.59574,-72.05228,,,NON-POTW,POF,MA0000469
SEARCY WASTEWATER TREATMENT FACILITY,AR0021601,8700 HIGHWAY 13,SEARCY,AR,72145,1.10001E+11,35.2683,-91.7161,5,6.74,POTW,MWD,AR0021601
SEASIDE STP,OR0020401,N 19TH & RIVERSIDE,SEASIDE,OR,97138,1.10014E+11,46.005499,-123.923263,2.25,,POTW,MWD,OR0020401 ORL020401
SEATTLE CITY,WAR044503,700 5TH AVE STE 4900,SEATTLE,WA,98124-4018,1.10005E+11,47.60443,-122.32983,,,NON-POTW,MWD,WAR044503
SECAUCUS MUA,NJ0025038,1100 KOELLE BLVD,SECAUCUS TOWN,NJ,7094,1.1004E+11,40.798406,-74.047585,5.12,2.94,POTW,MWD,NJ0025038 NJL025038
SECI - RICHARD J. MIDULLA GENERATING STATION,FL0044229,COUNTY ROAD 663,FORT GREEN,FL,33834,1.10036E+11,27.640506,-81.961991,,,NON-POTW,POF,FL0044229 FLR10BT52
SECTION 10 WWTP,AZ0026808,901 RICHARDO AVE,BULLHEAD CITY,AZ,86442,1.10016E+11,35.04935,-114.59753,4,,NON-POTW,MWD,AZ0026808
SECURITY SANITATION DISTRICT WWTF,CO0024392,6510 SOUTHMOOR DR,FOUNTAIN,CO,80817,1.1004E+11,38.73768,-104.73661,2.4,,POTW,MWD,CO0024392 COG650083 COR03T931 COR900839
SEDALIA CENTRAL WWTP,MO0023019,3000 W MAIN,SEDALIA,MO,65301,1.10001E+11,38.715093,-93.263924,,,POTW,MWD,MO0023019
SEDALIA NORTH WWTP,MO0023027,23985 GEORGETOWN RD,SEDALIA,MO,65301,1.10001E+11,38.72905,-93.23832,,,POTW,MWD,MO0023027
SEDALIA SOUTHEAST WWTP,MO0101567,26999 GOODWILL CHAPEL RD,SEDALIA,MO,65301,1.10009E+11,38.668,-93.190528,,,POTW,MWD,MO0101567
SELBYVILLE WASTEWATER TREATMENT FACILITY,DE0020010,37619 WASTEWATER LANE,SELBYVILLE,DE,19975,1.10065E+11,38.47114,-75.2182,,,POTW,MWD,DE0020010
SELLERSBURG MUNICIPAL WWTP,IN0020419,701 BEAN RD,SELLERSBURG,IN,47172,1.10001E+11,38.376389,-85.74175,2.37,2.37,POTW,MWD,IN0020419 INL020419 INRA07624
SELMER STP,TN0062308,SOUTH 6TH STREET,SELMER,TN,38375,1.1001E+11,35.17022,-88.59884,1.8,1.1,POTW,CTG,TN0062308 TNL062308
SEMINOLE CO & CO APP - MS4,FLS000038,1101 E FIRST ST,SANFORD,FL,32771,1.10011E+11,28.75713,-81.29497,,,NON-POTW,MWD,FLS000038
SEMINOLE ELECTRIC COOP WWTF,FL0036498,890 N HIGHWAY 17,PALATKA,FL,32177-8647,1.10041E+11,29.733333,-81.633333,7.46,6.3,NON-POTW,POF,FL0036498 FLR05B869 FLR10ED57 FLR10KH96 FLR10Q096
SEMINOLE WASTEWATER FACILITY,OK0022870,503 LEMON LANE,SEMINOLE,OK,74868,1.1004E+11,35.221944,-96.6575,2.39,0.95,POTW,MWD,OK0022870
"SEMINOLE, CITY OF",FLS648388,7464 RIDGE RD,SEMINOLE,FL,33772,1.10036E+11,27.84031,-82.79934,,,NON-POTW,MWD,FLS648388
SENATOBIA POTW,MS0052221,100 NORTH HEARD STREET,SENATOBIA,MS,38668,1.10009E+11,34.630306,-89.959833,2,,POTW,MWD,MS0052221 MSL052221
SENECA FALLS WWTP,NY0033308,9.5 SENECA STREET,SENECA FALLS,NY,13148,1.10064E+11,42.915111,-76.783528,3.5,,POTW,MWD,NY0033308
SENECA MINE COMPLEX,CO0000221,37766 RCR 53,HAYDEN,CO,81639,1.10065E+11,40.440278,-107.1325,,,NON-POTW,POF,CO0000221
SENECA WATER RESOURCE RECOVERY FACILITY,MD0021491,12600 GREAT SENECA HIGHWAY,GERMANTOWN,MD,20874,1.10001E+11,39.17102,-77.26272,20,,POTW,MWD,MD0021491 MDG499712 MDL021491 MDR000120
"SENOIA, CITY OF (KEG CREEK WPCP)",GA0050298,3363 GA-74,SENOIA,GA,30276,1.10071E+11,33.305031,-84.534173,,,POTW,CTG,GA0050298
SEVIER PLANT,NC0004243,630 AMERICAN THREAD RD,MARION,NC,28752,1.10063E+11,35.78927,-82.029304,2,,NON-POTW,POF,NC0004243
SEVIERVILLE (MCCROSKEY ISLAND) STP,TN0063959,2295 MCCROSKEY ISLAND ROAD,SEVIERVILLE,TN,37862,1.1004E+11,35.926091,-83.601216,4.8,4.52,POTW,MWD,TN0063959 TNL063959
SEWARD GENERATING STATION,PA0002054,595 PLANT RD,NEW FLORENCE,PA,15944-8927,1.10007E+11,40.405644,-79.033262,0.024,,NON-POTW,COR,PA0002054
SEWARD WASTEWATER TREATMENT FACILITY,NE0023876,1040 S COLUMBIA AVENUE,SEWARD,NE,68434,1.10001E+11,40.899889,-97.0915,1.01,0.63,POTW,MWD,NE0023876 NEL023876
SEWAREN GENERATING STATION,NJ0000680,751 CLIFF RD,WOODBRIDGE TWP,NJ,70771439,1.10001E+11,40.558706,-74.248086,222,27.83,NON-POTW,POF,NJ0000680 NJ0328596 NJG126691 NJG329291
SEWER AGCY SOUTHRN MARIN WWTP MILL VALLEY,CA0037711,450 SYCAMORE AVENUE,MILL VALLEY,CA,94941,1.10002E+11,37.89668,-122.5274,24.7,,POTW,MWD,CA0037711
SEWER AUTHORITY MID-COASTSIDE WWTP,CA0038598,1000 NORTH CABRILLO HIGHWAY,HALF MOON BAY,CA,94019,1.10001E+11,37.472611,-122.443639,4,,POTW,MWD,CA0038598
SEWERAGE & WATER BD OF NEW ORLEANS -EAST BANK,LAS000301,8800 S CLAIBORNE AVE,NEW ORLEANS,LA,70118,1.10065E+11,29.94423,-90.07155,,,NON-POTW,CTG,LAS000301
SEWERAGE AND WATER BOARD OF NEW ORLEANS- EAST BANK STP,LA0038091,6501 FLORIDA AVENUE,NEW ORLEANS,LA,70117,1.10022E+11,29.976667,-89.997222,121,,POTW,MWD,LA0038091 LAL038091
SEWERAGE AND WATER BOARD OF NEW ORLEANS- WEST BANK STP,LA0038105,3501 EAST CANAL STREET,NEW ORLEANS,LA,70131,1.10001E+11,29.908333,-89.966944,10,,POTW,MWD,LA0038105
SEWERAGE DISTRICT #1 OF IBERIA PARISH & CITY OF NEW IBERIA- TETE BAYOU WWTP,LA0065251,200 PARKER ST.,NEW IBERIA,LA,70560,1.10001E+11,29.995796,-91.75569,2.5,,POTW,MWD,LA0065251
SEWERAGE DISTRICT NO. 1 OF TANGIPAHOA PARISH- BEDICO REGIONAL STF,LA0122611,28424 BEDICO CREEK LANE,PONCHATOULA,LA,70000,1.10033E+11,30.459444,-90.244167,,,POTW,MWD,LA0122611
"SEYMOUR WPCF, TOWN OF",CT0100501,"723 DERBY AVE, EXT.",SEYMOUR,CT,6483,1.10002E+11,41.366379,-73.087313,2.93,,POTW,MWD,CT0100501
"SEYMOUR WWTP, CITY OF",IN0024473,5716 E 525 N,SEYMOUR,IN,47274,1.10007E+11,38.956444,-85.930833,8.7,30,POTW,MWD,IN0024473
"SFIA, MEL LEONG SANITARY AND INDUSTRIAL TREATMENT PLANTS",CA0038318,BUILDNG 924 CLEARWATER DRIVE,SAN BRUNO,CA,94128,1.10065E+11,37.63625,-122.38583,3.4,,POTW,MWD,CA0038318
SGWASA WWTP,NC0026824,1000 W H ST,BUIES CREEK,NC,275061670,1.10064E+11,36.1348,-78.7797,5.5,,POTW,CNG,NC0026824 NCL026824
SHADY SPRING PSD,WV0080403,220 C&O SHOP ROAD,GLEN MORGAN,WV,25813,1.10009E+11,37.759259,-81.158711,1.6,,POTW,MWD,WV0080403 WVL080403
SHAMOKIN-COAL TWP JT SEW AUTH,PA0027324,114 BRIDGE ST,SHAMOKIN,PA,17872-7690,1.1004E+11,40.814452,-76.584096,9,,POTW,CTG,PA0027324
SHARON STP,PA0027138,504 RIVERSIDE DR,SHARON,PA,16146,1.10011E+11,41.222792,-80.514502,8.663,,POTW,CTG,PA0027138 PAL027138
SHASTA LAKE WWTF,CA0079511,3700 TIBBITS ROAD,SHASTA LAKE,CA,96019,1.10001E+11,40.663,-122.383347,1.3,,POTW,MWD,CA0079511
SHAW INDUSTRIES GROUP INC COLUMBIA,SC0003557,4401 SAINT ANDREWS RD,COLUMBIA,SC,29210,1.10001E+11,34.047217,-81.151326,,,NON-POTW,POF,SC0003557
SHAWNEE MUNICIPAL AUTH- NORTH,OK0037893,43100 GARRETT'S LAKE RD,SHAWNEE,OK,748021723,1.1004E+11,35.40544,-96.89283,3,,POTW,MWD,OK0037893
SHAWNEE MUNICIPAL AUTH-SOUTH,OK0026051,PO BOX 1448,SHAWNEE,OK,748021448,1.10002E+11,35.315624,-96.91241,3,1.4,POTW,MWD,OK0026051
SHAWNEE NO 2 WWTP,OH0023850,3640 SPENCERVILLE RD,SHAWNEE,OH,45805,1.10001E+11,40.72264,-84.17776,2,,POTW,MWD,OH0023850
SHAWVILLE GENERATING STATION,PA0010031,250 POWER PLANT DR,SHAWVILLE,PA,16873,1.10001E+11,41.067,-78.3656,6.89,,NON-POTW,COR,PA0010031 PAR704809
SHEARON HARRIS NUCLEAR POWER PLANT,NC0039586,5413 SHEARON HARRIS RD,NEW HILL,NC,27562,1.10019E+11,35.639355,-78.943539,0,,NON-POTW,POF,NC0039586
SHEBOYGAN WASTEWATER TREATMENT PLANT,WI0025411,3333 LAKESHORE DRIVE,SHEBOYGAN,WI,53081,1.10002E+11,43.71981,-87.71033,18.39,18.39,POTW,MWD,WI0025411
SHEFFIELD WWTP,AL0050121,700 FURNACE DRIVE,SHEFFIELD,AL,35660,1.10056E+11,34.7583,-87.7176,3.9,1.2,POTW,MWD,AL0050121 ALL050121
SHELBY WWTP,OH0023540,3626 LONDON W RD,SHELBY,OH,44875,1.10006E+11,40.9085,-82.64478,2.5,,POTW,MWD,OH0023540
"SHELBYVILLE POWER, WATER & SEWERAGE SYSTEM STP",TN0024180,525 WEST JACKSON STREET,SHELBYVILLE,TN,37160,1.10001E+11,35.484167,-86.466944,6.5,3.205,POTW,MWD,TN0024180 TNL024180
SHELBYVILLE STP,KY0020427,450 KY ST,SHELBYVILLE,KY,40065,1.10001E+11,38.198333,-85.225,3.2,2.631,POTW,MWD,KY0020427 KYL020427
"SHELBYVILLE WWTP, CITY OF",IN0032867,775 W BOGGSTOWN RD,SHELBYVILLE,IN,46176,1.10001E+11,39.528306,-85.792444,8,,POTW,MWD,IN0032867
SHELDON CITY OF STP,IA0032662,910 WESTERN AVE,SHELDON,IA,51201,1.10036E+11,43.18237,-95.86549,3.83,3.025,POTW,MWD,IA0032662
SHELL CHEMICAL APPALACHIA PETROCHEMICALS COMPLEX,PA0002208,300 FRANKFORT RD,MONACA,PA,15061-2210,1.1E+11,40.67058,-80.3365,94.454,,NON-POTW,COR,PA0002208
SHELL CHEMICAL LP- GEISMAR PLANT,LA0005754,7594 HIGHWAY 75,GEISMAR,LA,70734,1.10001E+11,30.184161,-90.992889,,3.891,NON-POTW,POF,LA0005754 LAG533482 LAR10J461
SHELL CHEMICAL LP- NORCO CHEMICAL PLANT- WEST SITE,LA0005762,16122 RIVER ROAD,NORCO,LA,70079,1.10024E+11,30.0053,-90.423,,7.63,NON-POTW,POF,LA0005762
SHELL OIL PRODUCTS US - CARSON DISTRIBUTION FACILITY,CA0000809,20945 SOUTH WILMINGTON AVE,CARSON,CA,90810-1039,1.1E+11,33.83937,-118.23673,,5,NON-POTW,POF,CA0000809 CAC334350
SHELTON STP,WA0023345,1700 FAIRMOUNT,SHELTON,WA,98584,1.10015E+11,47.205798,-123.078032,16.08,,POTW,MWD,WA0023345 WAL023345
"SHELTON, CITY OF",CT0100714,10 RIVERDALE AVE,SHELTON,CT,6484,1.10001E+11,41.3125,-73.082903,2.75,,POTW,MWD,CT0100714 CTGSI2553 CTU005233
SHENANDOAH CITY OF STP,IA0032328,UNKNOWN,SHENANDOAH,IA,51601,1.10036E+11,40.765,-95.3969,5.4,1.88,POTW,MWD,IA0032328
SHENANDOAH MUN SEW AUTH,PA0070386,5 MOUNT OLIVE BLVD (SR 0054),SHENANDOAH,PA,17976,1.1004E+11,40.814722,-76.215,2,,POTW,CTG,PA0070386 PAL070386
SHEPHERDSVILLE STP,KY0027359,485 OLD FORD RD,SHEPHERDSVILLE,KY,40165,1.10021E+11,37.985444,-85.720056,5.034,2.61,POTW,CTG,KY0027359 KYL027359
SHERIDAN WASTEWATER TREATMENT,WY0020010,UNKNOWN,UNKNOWN,WY,0,1.10065E+11,44.822799,-106.928504,,,POTW,MXO,WY0020010
SHERWOOD IMPROVEMENT DISTRICT,KS0117731,3540 SW NOTTINGHAM ROAD,TOPEKA,KS,66614,1.1004E+11,39.00323,-95.77461,2.4,,POTW,CNG,KS0117731
"SHERWOOD, CITY OF - NORTH FACILITY",AR0037176,19 ALGONKIN PLACE,SHERWOOD,AR,72120,1.10007E+11,34.83774,-92.17543,1.175,0.36,POTW,MWD,AR0037176 ARR000247
SHIN-ETSU SILICONES OF AMERICA,TX0124427,5650 E HWY 332,FREEPORT,TX,77541,1.10013E+11,28.991322,-95.356989,0.7,0.7,NON-POTW,POF,TX0124427 TXR05AQ65
SHINTECH FREEPORT PLANT,TX0053813,5618 E HWY 332,FREEPORT,TX,77541,1.10001E+11,28.994467,-95.356329,1.11,1.11,NON-POTW,POF,TX0053813
"SHINTECH LOUISIANA, LLC- ADDIS PLANT A",LA0111023,9750 LA HWY. 1 SOUTH,ADDIS,LA,70710,1.10008E+11,30.325882,-91.261732,,,NON-POTW,POF,LA0111023 LAR10D448
"SHINTECH LOUISIANA, LLC- PLAQUEMINE PLANT",LA0120529,26270 HWY 405,PLAQUEMINE,LA,70764,1.10001E+11,30.2594,-91.1737,,,NON-POTW,POF,LA0120529 LA0127418 LAR10D207
SHIPPENSBURG STP,PA0030643,963 AVON DR,SHIPPENSBURG,PA,17257-8121,1.10001E+11,40.059722,-77.531389,4.3,,POTW,CTG,PA0030643
SHIPROCK WWTF,NN0020621,1 MILE NW OF JUNCTION US HWY 65 AND 491,SHIPROCK,NM,87420,1.10024E+11,36.786964,-108.711493,1,0.63,POTW,MWD,NN0020621
SHOAL CREEK MINE,AL0062421,8005 NANCY ANN BEND ROAD,ADGER,AL,35006,1.10007E+11,33.47751,-87.25663,,,NON-POTW,POF,AL0062421
"SHREVEPORT, CITY OF",LAS000401,11301 E. KINGS HWY,SHREVEPORT,LA,71115,1.10002E+11,32.482,-93.73144,,,NON-POTW,CTG,LAS000401
"SHREVEPORT, CITY OF- LUCAS WWTP",LA0041394,11301 EAST KINGS HIGHWAY,SHREVEPORT,LA,71115,1.10001E+11,32.399877,-93.691845,24,,POTW,MWD,LA0041394 LAR10B955
"SHREVEPORT, CITY OF- NORTH REGIONAL  WWTP",LA0042188,2303 NORTH REGIONAL ROAD,SHREVEPORT,LA,71130,1.1004E+11,32.550167,-93.765753,3.5,,POTW,MWD,LA0042188 LAL042188
SI GROUP INC ORANGEBURG,SC0001180,725 CANNON BRIDGE RD,ORANGEBURG,SC,29115,1.10067E+11,33.4675,-80.881111,,,NON-POTW,POF,SC0001180 SCR002882
"SI GROUP USA (USAA), LLC",WV0022047,1000 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,1.10001E+11,39.59983,-79.97148,,,NON-POTW,COR,WV0004740 WV0022047
"SI GROUP, INC",NY0005801,"1000 MAIN ST, RTE 5S",ROTTERDAM JUNCTION,NY,12150,1.1E+11,42.860644,-74.025053,,1.023,NON-POTW,POF,NY0005801
"SI GROUP, INC.",WV0004740,1000 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,1.10001E+11,39.59983,-79.97148,,0.649,NON-POTW,COR,WV0004740 WV0022047
SIBLEY GENERATING STATION,MO0004871,33200 E JOHNSON RD,SIBLEY,MO,64088,1.10018E+11,39.1778,-94.1861,,,NON-POTW,POF,MO0004871 MO0136131 MOR10D130 MOR10E259 MORA00421 MORA00639 MORA00654 MORA09538 MORA09958 MORA18637 MORA21165
SIDNEY (V) STP,NY0029271,72 RIVER ST,SIDNEY,NY,13838,1.10058E+11,42.313444,-75.40325,1.7,,POTW,MWD,NY0029271
SIDNEY SUGARS INCORPORATED,MT0000248,35140 COUNTY RD 125,SIDNEY,MT,59270,1.1002E+11,47.717982,-104.133124,,,NON-POTW,,MT0000248 MTR000084
SIDNEY WASTEWATER TREATMENT FACILITY,NE0023884,954 VIRGINA AVENUE,SIDNEY,NE,69162,1.10009E+11,41.13446,-102.94671,2.53,0.55,POTW,MWD,NE0023884
SIDNEY WWTP,OH0027421,1091 CHILDRENS HOME RD,SIDNEY,OH,45365,1.10002E+11,40.27059,-84.15071,7,,POTW,MWD,OH0027421
SIEMENS WATER TECHNOLOGIES,TX0126471,5980 S IF ST HWY 146 ON SPUR,CHAMBERS COUNTY,TX,77520,1.10017E+11,29.717806,-94.912361,,0.1,NON-POTW,POF,TX0126471
SIENNA PLANTATION MUD 1 REGIONAL WWTF,TX0127876,1500' S OF SIENNA PKWY,FORT BEND COUNTY,TX,77459,1.10055E+11,29.467028,-95.507379,3.5,1.8,POTW,MWD,TX0127876
SIKESTON POWER STATION,MO0095575,1551 W WAKEFIELD,SIKESTON,MO,63801,1.1E+11,36.878786,-89.62141,,,NON-POTW,POF,MO0095575 MORA11716
SIKESTON WWTP,MO0035009,SOUTH INGRAM ROAD,SIKESTON,MO,63801,1.1001E+11,36.869444,-89.56625,,,POTW,MWD,MO0035009 MOX006739
SILER CITY WWTP,NC0026441,370 WASTE TREATMENT PLANT RD,SILER CITY,NC,27344,1.1004E+11,35.760856,-79.462201,4,,POTW,MWD,NC0026441 NCL026441
SILICON VALLEY CLEAN WATER  WWTP,CA0038369,1400 RADIO ROAD,REDWOOD CITY,CA,94065,1.10001E+11,37.542795,-122.231095,29,,POTW,MWD,CA0038369 CAL038369
"SILOAM SPRINGS, CITY OF",AR0020273,975 ANDERSON AVE,SILOAM SPRINGS,AR,72761,1.10001E+11,36.193972,-94.564028,4.4,2.5,POTW,MWD,AR0020273 ARL020273 ARR000276
SILTRONIC CORPORATION,OR0030589,7200 NW FRONT AVE,PORTLAND,OR,972103676,1.1E+11,45.576652,-122.756343,,,NON-POTW,POF,OR0030589 ORR110005
SILVER BAY SEAFOODS VALDEZ PLANT,AKG523067,210 SOUTH HARBOR DRIVE,VALDEZ,AK,99686,1.10065E+11,61.124963,-146.346857,,,NON-POTW,POF,AKG520042 AKG521055 AKG523061 AKG523062 AKG523067 AKR06AD73 AKR10EY81 AKR10EY85
SILVER BAY SEAFOODS VALDEZ PLANT,AKG521055,210 SOUTH HARBOR DRIVE,VALDEZ,AK,99686,1.10065E+11,61.124963,-146.346857,,,NON-POTW,POF,AKG520042 AKG521055 AKG523061 AKG523062 AKG523067 AKR06AD73 AKR10EY81 AKR10EY85
SILVER BAY SEAFOODS VALDEZ PLANT,AKG523062,210 SOUTH HARBOR DRIVE,VALDEZ,AK,99686,1.10065E+11,61.124963,-146.346857,,,NON-POTW,POF,AKG520042 AKG521055 AKG523061 AKG523062 AKG523067 AKR06AD73 AKR10EY81 AKR10EY85
SILVER BAY SEAFOODS VALDEZ PLANT,AKG523061,210 SOUTH HARBOR DRIVE,VALDEZ,AK,99686,1.10065E+11,61.124963,-146.346857,,,NON-POTW,POF,AKG520042 AKG521055 AKG523061 AKG523062 AKG523067 AKR06AD73 AKR10EY81 AKR10EY85
"SILVER CITY, TOWN OF WWTP",NM0020109,1660 FILAREE RD.7MI S.OF CITY,GRANT COUNTY,NM,88061,1.10023E+11,32.715976,-108.248976,2,,POTW,MWD,NM0020109 NML020109 NMR05GZ88
SILVER CREEK (V) WWTP,NY0022411,172 CENTRAL AVENUE,SILVER CREEK,NY,14136,1.10001E+11,42.54502,-79.17007,0.75,,POTW,MWD,NY0022411 NYL022411
SILVER LAKE WWTF,TX0053830,.5 MI S OF INTERSECTION CINEGA CREEK,DEL RIO,TX,78840,1.1004E+11,29.34375,-100.943778,2.76,,POTW,MWD,TX0053830
SILVER SPRING TWP STP,PA0083593,60 MILFORDING ROAD,MECHANICSBURG,PA,17050,1.10064E+11,40.254444,-77.008611,2.4,,POTW,CTG,PA0083593
SILVERTON STP,OR0020656,400 SCHEMMEL LANE,SILVERTON,OR,97381,1.1007E+11,45.008957,-122.802011,2.5,,POTW,MWD,OR0020656 ORL020656
SIM GIDEON POWER PLANT,TX0064378,256 POWER PLANT RD,BASTROP,TX,78602,1.10006E+11,30.104949,-97.426408,985,985,NON-POTW,POF,TX0064378 TX0125741
SIMI VALLEY WQCP,CA0055221,600 W LOS ANGELES AVE,VENTURA COUNTY,CA,93065,1.1004E+11,34.285827,-118.81517,12.5,,POTW,MWD,CA0055221
"SIMMONS FOODS, INC.",MO0036773,ROUTE 1,SOUTHWEST CITY,MO,64863,1.10018E+11,36.54243,-94.59802,2,0,NON-POTW,POF,MO0036773 MOG010292 MOR109P45 MOR10B973 MORA08466
